Clue (6),ANSWER
 __ Lacoste (4),IZOD
 Blouse ruffles (6),JABOTS
 Pokes (4),JABS
 Ring tactics (4),JABS
 Has an accident with  the rig (10),JACKKNIFES
 ___  ladder (6),JACOBS
" Tune with the nonsense lyrics ""jing jing jing"" (4)",JADA
 Worn out (5),JADED
 Sprees (4),JAGS
 Taj Mahal builder Shah __ (5),JAHAN
 The clink (4),JAIL
 Actor Malcolm-__ Warner (5),JAMAL
 Doorway piece (4),JAMB
 Doorway sidepiece (4),JAMB
 Cagney. but not Lacey (5),JAMES
 Space captain (10),JAMESTKIRK
 Tight spots (4),JAMS
 A cat may play in it (10),JAMSESSION
 Tarzan's lady (4),JANE
 Two-faced one (5),JANUS
 Decorative. enamel coating (5),JAPAN
" ""Friday the 13th"" series villain (5)",JASON
 Indonesian isle (4),JAVA
 Joe (4),JAVA
 Sun programming language (4),JAVA
 Sun programming language (4),JAVA
 Frightful sea movie (4),JAWS
 Top grossing movie of 1975 (4),JAWS
 Walls of a canyon (4),JAWS
 Bird financier? (10),JAYPMORGAN
 Basie's music (4),JAZZ
" Early talkie. with ""The"" (10)",JAZZSINGER
 Genet or Lafitte (4),JEAN
 Popular pants (5),JEANS
 Camouflage-colored vehicles (5),JEEPS
 Mocked (6),JEERED
 Francisco Franco. ___ del Estado (4),JEFE
 Mutt's partner (4),JEFF
 Lack of maturity (10),JEJUNENESS
 Reagan's favorite (10),JELLYBEANS
 Park Yogi played in (10),JELLYSTONE
 Hanna-Barbera mouse (5),JERRY
 Like one of Seinfeld's models? (10),JERRYBUILT
 Outlaw James (5),JESSE
 Outlaw James (5),JESSE
 Ballet jump (4),JETE
 Coast-to-coast flier's affliction (6),JETLAG
" ""West Side Story"" gang (4)",JETS
 Namath's old squad (4),JETS
 Turbo and prop (4),JETS
" ""I Love Rock 'n' Roll"" singer Joan (4)",JETT
 Expensive ornament (5),JEWEL
 SST (10),JFKARRIVAL
 Holy wars (6),JIHADS
 St. John and Jack's friend (5),JILLS
 One way to travel (6),JITNEY
 Tease. slangily (4),JIVE
 Actress Woodward (6),JOANNE
 Funny lady (10),JOANRIVERS
 Athletic sort (4),JOCK
 Witty (6),JOCOSE
 Davis or Watley (4),JODY
 The Piano Man (4),JOEL
 Morning runs (4),JOGS
 Dessert for Cash? (10),JOHNNYCAKE
" ""Ring of Fire"" Singer (10)",JOHNNYCASH
 Originally. Karol Wojtyla (10),JOHNPAULII
 Becomes a member (5),JOINS
 Signs on (5),JOINS
 Skater Starbuck (4),JOJO
 1986 title role for Richard Pryor (10),JOJODANCER
 It may be practical (4),JOKE
 Words of Hope? (4),JOKE
" ""Batman"" character (5)",JOKER
 Wild card (5),JOKER
 ___ -Time popcorn (5),JOLLY
" ""No way"" follower (4)",JOSE
 Slugger Canseco (4),JOSE
" Lawrence of ""Enchanted April"" (5)",JOSIE
 10.000.000 ergs (5),JOULE
" ""By ___!"" (mild oath) (4)",JOVE
 Sweathog Epstein (4),JUAN
 Carl Lewis specialty (4),JUMP
 Pleasure trip (6),JUNKET
 Political faction (5),JUNTA
 Burlap fiber (4),JUTE
 Kind of fiber (4),JUTE
" ""The Prophet"" writer Gibran (6)",KAHLIL
 Architect Louis I. ___ (4),KAHN
 Architect Louis I. ___ (4),KAHN
 Cabbage relative (4),KALE
 Crinkly cabbage (4),KALE
 Ornamental cabbage (4),KALE
 Vegetable in the mustard family (4),KALE
 Winter cabbage (4),KALE
 Designer Norma (6),KAMALI
 Helen. the Betty Boop girl (4),KANE
 Welles citizen (4),KANE
 Welles' citizen (4),KANE
 Nebr. neighbor (4),KANS
 Sunflower state (6),KANSAS
" ""Critique of Pure Reason"" philosopher (4)",KANT
 German philosopher (4),KANT
 Life preserver stuffing (5),KAPOK
 Out of circulation (5),KAPUT
 Ready for the dump (6),KAPUTT
 Ted Kennedy's daughter (4),KARA
 Designer Donna (5),KARAN
 Black of Hollywood (5),KAREN
 Malden of movies (4),KARL
 Notable Marx (4),KARL
 Swiss theologian Barth (4),KARL
 Divine Providence (5),KARMA
 Syrup brand (4),KARO
 Syrup brand (4),KARO
 Actor Casey (5),KASEM
 Author __ Douglas Wiggin (4),KATE
 The Green Hornet's sidekick (4),KATO
 Polynesian intoxicant (4),KAVA
 Northern water transport (5),KAYAK
 Rapids' transports (6),KAYAKS
 Sammy or Danny (4),KAYE
 Put on the canvas (4),KAYO
 Musical toy (5),KAZOO
" ""The Family Circus"" cartoonist Bil (5)",KEANE
" ""The Family Circus"" cartoonist Bil (5)",KEANE
 Actor Reeves (5),KEANU
 Ship's spine (4),KEEL
 Ship's spine (4),KEEL
 Ship's spine (4),KEEL
 Stem-to-stern structure (4),KEEL
 Sharp (4),KEEN
 Sharp as a tack (4),KEEN
 Sharp-edged (4),KEEN
" Actor Wynn of ""Dallas"" (6)",KEENAN
" _____ Wynn (""Finian's Rainbow"" 1968) (6)",KEENAN
 Mr. ____. tracer of lost persons (5),KEENE
 Nancy Drew creator Carolyn (5),KEENE
 New Hampshire campus (5),KEENE
 Lamented loudly (6),KEENED
 Guardian (6),KEEPER
 Zoo or book follower (6),KEEPER
 Play for __ (5),KEEPS
" ""Out of the Dark"" author Helen (6)",KELLER
 Iodine source (4),KELP
 Dole's running mate (4),KEMP
 Tidily maintained (5),KEMPT
 Game of chance (4),KENO
 Vegas game (4),KENO
 Vegas game (4),KENO
 Daily Planet name (4),KENT
 Famous Clark (4),KENT
 Ohio city (4),KENT
 Superman's earthly surname (4),KENT
" ""Artistry in Rhythm"" bandleader (6)",KENTON
" ""Out of Africa"" locale (5)",KENYA
 Nairobi's land (5),KENYA
 Foreign Legion topper (4),KEPI
 Held onto (4),KEPT
 Possessed (4),KEPT
 Notches made by a saw (5),KERFS
" ""Show Boat"" composer Jerome (4)",KERN
 Corn cob member (6),KERNEL
 Jean or Deborah (4),KERR
 Jean or Deborah (4),KERR
 Deborah or Walter (5),KERRS
 Etta of the funnies (4),KETT
 Water heater (6),KETTLE
 Spacey guy? (5),KEVIN
" Star of ""The Ice Storm"" (10)",KEVINKLINE
 ____ up (excited) (5),KEYED
 Everglades neighbors (4),KEYS
 Locksmith's output (4),KEYS
 Fare for Fido (6),KIBBLE
 Squawks (5),KICKS
 Lane of note (6),KIDDER
 Car type (5),KIDDY
 Teases (4),KIDS
 Chicken ____ (4),KIEV
 Chicken ____ (4),KIEV
 Ukraine's capital (4),KIEV
 Stop. as a newspaper story (4),KILL
 Ceramic oven (4),KILN
 Potter's oven (4),KILN
 Ceramic makers' need (5),KILNS
 Ilk (4),KIND
 Somewhat (6),KINDOF
 Double-decker checker (4),KING
 Double-decker checker (4),KING
 Saxophone great (10),KINGCURTIS
 London railway terminal (10),KINGSCROSS
" ""Tess"" star (6)",KINSKI
" Kunta of ""Roots"" (5)",KINTE
" Kunta of ""Roots"" (5)",KINTE
 Plains Indians (5),KIOWA
 Plains Indians (6),KIOWAS
 Soprano __ Te Kanawa (4),KIRI
 White wine/cassis drinks (4),KIRS
 Cherry brandy (6),KIRSCH
 Hershey confection (4),KISS
 Love's partner? (6),KISSES
 Kin's partner (4),KITH
 Making a fictional transaction (6),KITING
 Eartha ____ (4),KITT
 Saint ___. in the West Indies (5),KITTS
 Bird whose male hatches the eggs (4),KIWI
 Fuzzy fruit (4),KIWI
 Fuzzy fruit (5),KIWIS
 North Island natives (5),KIWIS
 Loud horn (6),KLAXON
" ""Twittering Machine"" artist (4)",KLEE
" ""Twittering Machine"" artist (4)",KLEE
" ""Twittering Machine"" artist (4)",KLEE
 Swiss artist (4),KLEE
 Swiss artist (4),KLEE
 Noted cat caricaturist (6),KLIBAN
 Big name in chain stores (5),KMART
 Strikes sharply (5),KNAPS
 Do a pizzeria chore (5),KNEAD
 Get the dough ready (5),KNEAD
 Work dough (5),KNEAD
 Banjo site (4),KNEE
 Banjo site (4),KNEE
 Cypress stump (4),KNEE
 Joint connected to the thigh bone (4),KNEE
 Leg joint (4),KNEE
 Injured sneakily (5),KNEED
 Prepare to be knighted (5),KNEEL
 Prayer supports? (5),KNEES
 The bee's __ (5),KNEES
 Mournful sound (5),KNELL
 Toll of a bell (5),KNELL
 Was acquainted with (4),KNEW
 Was aware of (4),KNEW
 Sharply-creased fold (10),KNIFEPLEAT
 Skirt feature (10),KNIFEPLEAT
 Work with needles (4),KNIT
 Woven together (4),KNIT
 Wander aimlessly (10),KNOCKABOUT
 Board imperfection (4),KNOT
 Clove hitch. e.g. (4),KNOT
 It may be square (4),KNOT
 Be acquainted with (4),KNOW
 Be in on (4),KNOW
 Have down pat (4),KNOW
 Have the facts (4),KNOW
 American Revolutionary General Henry ___ (4),KNOX
 Aussie marsupial (5),KOALA
 Cuddly Australian (5),KOALA
 Zen riddles (5),KOANS
 City on Osaka Bay (4),KOBE
 Charismatic NYC mayor Ed ____ (4),KOCH
 City north of Indianapolis (6),KOKOMO
 Caffeine-loaded nut (4),KOLA
 Nut-bearing tree (4),KOLA
 Soft-drink nut (4),KOLA
 Caffeine-rich nuts (5),KOLAS
 Cologne. in Cologne (4),KOLN
 Wray's gigantic captor (4),KONG
 __-Aid (4),KOOL
 Former Surgeon General (4),KOOP
 Former Surgeon General C. Everett (4),KOOP
 Book of Islam (5),KORAN
 Book of Islam (5),KORAN
 Book of Islam (5),KORAN
 Islamic text (5),KORAN
" ""M*A*S*H"" setting (5)",KOREA
 Divided land (5),KOREA
 Person from Seoul (6),KOREAN
 Traditional Japanese instruments (5),KOTOS
" ""Welcome Back. ___"" (6)",KOTTER
 Seinfeld's neighbor (6),KRAMER
 Seinfeld's neighbor (6),KRAMER
 Burger tycoon Ray (4),KROC
 Swedish coin (5),KRONA
 ___ Lumpur. Malaysian capital (5),KUALA
 Burr Tillstrom creation (5),KUKLA
 Ollie's pal (5),KUKLA
 Chinese martial arts (6),KUNGFU
" ""Roots"" character (10)",KUNTAKINTE
 Iranian mountain dweller (4),KURD
 Actor Russell (4),KURT
 Actor McLaughlin (4),KYLE
 Football great Rote (4),KYLE
 Japan's cultural center (5),KYOTO
 Nutrition Facts locale (5),LABEL
 Tag (5),LABEL
 Gompers' group (5),LABOR
 Toils (6),LABORS
 Hard work. to the bard (6),LABOUR
 Places for experiments (4),LABS
 Retrievers. for short (4),LABS
 Testing places (4),LABS
 Queen Anne's __ (4),LACE
 Shoe closers (5),LACES
 They usually are in pairs (5),LACES
 Like fine lingerie (5),LACEY
 More doily-like (6),LACIER
 Is deficient in (5),LACKS
" ""Shane"" star (4)",LADD
 Fill with cargo (4),LADE
 Fill with freight (4),LADE
 Load with freight (4),LADE
 Take on cargo (4),LADE
 Take on cargo (4),LADE
 Work at the warehouse (4),LADE
 Heavily burdened (5),LADEN
 Loads up (5),LADES
 Utensil in the kitchen (5),LADLE
 Soup line server (6),LADLER
 Europe's largest lake (6),LADOGA
 Young fellows (4),LADS
 Elegant woman (4),LADY
 Jane Grey's title (4),LADY
 Tramp's companion? (4),LADY
 __ man (5),LADYS
 Bar offering (5),LAGER
 Stout's cousin (5),LAGER
 Mar-A-____. Palm Beach estate (4),LAGO
 Atoll center (6),LAGOON
 Brings up the rear (4),LAGS
 Is sluggish (4),LAGS
 Runs behind (4),LAGS
 Stays behind (4),LAGS
 Bolger costar (4),LAHR
 Cowardly Lion portrayer (4),LAHR
 Cowardly Lion portrayer (4),LAHR
" Garland's ""Oz"" co-star (4)",LAHR
 Not clerical (4),LAIC
 Not of the clergy (4),LAIC
 Not of the clergy (4),LAIC
 Secular (4),LAIC
 Installed carpet (4),LAID
 Installed carpet (4),LAID
 Put down. as track (4),LAID
 __ out (knocked cold) (4),LAID
" ""Moonlight Gambler"" singer Frankie (5)",LAINE
" ""Mule Train"" singer (5)",LAINE
" ""That's My Desire"" singer (5)",LAINE
 Den (4),LAIR
 Hideaway (4),LAIR
 Leo's lounge (4),LAIR
 Place for a cowardly lion? (4),LAIR
 Retreat (4),LAIR
 Nixon's Defense Secretary Melvin (5),LAIRD
 Cafe au __ (4),LAIT
 Cafe au __ (4),LAIT
 Caf� au __ (4),LAIT
 Caf� lightener (4),LAIT
 Those not of the cloth (5),LAITY
 George or Victoria (4),LAKE
 Los Angeles team member (5),LAKER
 Delibes opera (5),LAKME
 Delibes opera (5),LAKME
 Musical sounds (4),LALA
 Tra __ (4),LALA
 Tra follower (4),LALA
 Tra follower (4),LALA
 Refrain part (6),LALALA
 Dey TV series (5),LALAW
 Composer Schifrin (4),LALO
 Composer Schifrin (4),LALO
 Composer Schifrin (4),LALO
 Composer Schifrin (4),LALO
 Composer Schifrin (4),LALO
 Composer Schifrin (4),LALO
 Buddhist monk (4),LAMA
 Buddhist monk (4),LAMA
 Panchen or Dalai (4),LAMA
 Panchen or Dalai (4),LAMA
 Priest of the East (4),LAMA
 Tibetan monk (4),LAMA
 Tibetan priest (4),LAMA
 Tibetan priest (4),LAMA
 Texas town (5),LAMAR
 Argentina's Fernando (5),LAMAS
 High priests (5),LAMAS
 Gentle one (4),LAMB
 Mary's pet (4),LAMB
 Mary's pet (4),LAMB
 Feeble. as an excuse (4),LAME
 Bemoan (6),LAMENT
 Less convincing (5),LAMER
 Less convincing (5),LAMER
 Not as plausible (5),LAMER
 Weaker (5),LAMER
 Superlatively poor. excusewise (6),LAMEST
 Greek monster of myth (5),LAMIA
 Thin layer (6),LAMINA
 Nightingale accessory (4),LAMP
 Table piece (4),LAMP
 Arc and hurricane (5),LAMPS
 Takes flight (4),LAMS
 Takes off (4),LAMS
 A Turner (4),LANA
 Smallville's Lang (4),LANA
 Sweater girl Turner (4),LANA
 Sweater girl Turner (4),LANA
" Turner; ""The Sweater Girl"" (4)",LANA
" ""The Pineapple Island"" (5)",LANAI
" ""The Pineapple Island"" (5)",LANAI
" ""The Pineapple Island"" (5)",LANAI
 Pineapple-growing island (5),LANAI
 Porch. in the tropics (5),LANAI
 Veranda (5),LANAI
 Cavalry weapon (5),LANCE
 Knight's carry-on (5),LANCE
 Weapon for Sir Galahad (5),LANCE
 Cavalryman (6),LANCER
 Mounted soldier (6),LANCER
 Spears (6),LANCES
 Property (4),LAND
" ""Mission Impossible"" actor (6)",LANDAU
" Martin of ""Ed Wood"" (6)",LANDAU
 Continents' connector (10),LANDBRIDGE
 Comes to rest (5),LANDS
 Abbe or Lois (4),LANE
 Alley (4),LANE
 Bowling-alley unit (4),LANE
 Highway division (4),LANE
 Highway division (4),LANE
 Mischievous trick? (4),LANE
 Pool division (4),LANE
 Strike location (4),LANE
" The Beatles' ""Penny __"" (4)",LANE
 Dedicated road strips (5),LANES
 Priscilla and Lois (5),LANES
" ""M"" filmmaker Fritz (4)",LANG
 Film director Fritz _____ (4),LANG
 Fritz ___. filmmaker (4),LANG
 Lester ____. society bandleader (5),LANIN
 Long and lean (4),LANK
 Long and lean (4),LANK
 Ungainly (5),LANKY
 Rare-earth series (10),LANTHANIDE
 Southeast Asian country (4),LAOS
 Pekingese or Shih Tzu (6),LAPDOG
 Child. to a department-store Santa (6),LAPFUL
 Arctic dwellers (5),LAPPS
 Drinks like Rover (4),LAPS
 Breach (5),LAPSE
 Breach (5),LAPSE
 Expire (5),LAPSE
 Spell of forgetfulness (5),LAPSE
 Spiritual fall (5),LAPSE
" ""Dr. Zhivago"" heroine (4)",LARA
" ""Somewhere My Love"" dedicatee (4)",LARA
 Julie Christie role (4),LARA
 Zhivago's love (4),LARA
 Zhivago's love (4),LARA
 SF 49er foe (5),LARAM
" ""__ Theme"" (""Doctor Zhivago"" tune) (5)",LARAS
 Durable wood tree (5),LARCH
 Embellish (4),LARD
 Hog fat (4),LARD
" Nasal T. of ""Kudzu"" (10)",LARDBOTTOM
" ""The Hampton Affair"" author (5)",LARDO
 Over embellishes (5),LARDS
 Gateway to Mexico (6),LAREDO
 South Texas city (6),LAREDO
 Gargantuan (5),LARGE
 XL. vis-a-vis L (6),LARGER
 Rodeo rope (6),LARIAT
 Whimsical adventure (4),LARK
 Pranks (5),LARKS
 CNN's King (5),LARRY
 Etruscan king. ___ Porcena (4),LARS
 Give off intense light (4),LASE
 Cutting beam (5),LASER
 Cutting beam (5),LASER
 Hot beam (5),LASER
 Kind of disk (5),LASER
 Light weapon? (5),LASER
 High tech beams (6),LASERS
 Medical beams (6),LASERS
 Smart bombs' guidance (6),LASERS
 Famous La Rue (4),LASH
 LaRue of the oaters (4),LASH
 LaRue of the oaters (4),LASH
 Colleen (4),LASS
 Young girl (4),LASS
 Young woman (4),LASS
 California volcanic peak (6),LASSEN
 Cow catcher (5),LASSO
 Rancher's rope (5),LASSO
 Rodeo rope (5),LASSO
 Rodeo rope (5),LASSO
 Snag a dogie (5),LASSO
 Will Rogers prop (5),LASSO
 Endure (4),LAST
 Shoemaker's need (4),LAST
 Ultimate (4),LAST
 Word before laugh or straw (4),LAST
 Yarn trademark (6),LASTEX
 In conclusion (6),LASTLY
 After the deadline (4),LATE
 After-hours show (4),LATE
 Into the wee hours (4),LATE
 It's better than never (4),LATE
 Like Alice's Rabbit (4),LATE
 Like the White Rabbit (4),LATE
 Like the White Rabbit? (4),LATE
 Overdue (4),LATE
 Past due (4),LATE
 Past due (4),LATE
 Tardy (4),LATE
 Caravel sail (6),LATEEN
 Triangular sail (6),LATEEN
 Unmanifested (6),LATENT
 Hot off the presses (6),LATEST
 Gossipmonger's fodder (10),LATESTBUZZ
 Igpay anguagelay (5),LATIN
 Quarter or pig (5),LATIN
 Of Hispanic heritage (6),LATINO
 Midback muscles. in gym lingo (4),LATS
 Starbucks' order (5),LATTE
 Extol (4),LAUD
 Bestows kudos on (5),LAUDS
" ""Little House on the Prairie"" daughter (5)",LAURA
 1944 Gene Tierney mystery (5),LAURA
 1944 Gene Tierney mystery (5),LAURA
 Actress Dern (5),LAURA
 Actress Dern (5),LAURA
 Gene Tierney mystery (5),LAURA
 Gene Tierney title role (5),LAURA
 Wilder and Ashley (6),LAURAS
 Hardy's partner (6),LAUREL
" Humphrey's ""The Big Sleep"" costar (6)",LAUREN
 Body shop soap (4),LAVA
 Etna output (4),LAVA
 Hawaiian heat (4),LAVA
 Hot stuff (4),LAVA
 Hot stuff (4),LAVA
 Pumice. essentially (4),LAVA
 Volcanic flow (4),LAVA
 Volcano output (4),LAVA
 Volcano's output (4),LAVA
 Take a bath (4),LAVE
 Wash (4),LAVE
 Wash (4),LAVE
" Piaf signature song. ""____ en Rose"" (5)",LAVIE
" Piaf signature song. ""____ en Rose"" (5)",LAVIE
" Linda in ""Alice"" (5)",LAVIN
" Linda of ""Alice"" (5)",LAVIN
 Canon and martial (4),LAWS
 Rulings (4),LAWS
 Cake part (5),LAYER
 Nonprofessional (6),LAYMAN
 Puts down carpet (4),LAYS
 Puts down carpet (4),LAYS
 __ off (4),LAYS
 Simple basket (5),LAYUP
 Act the couch potato (4),LAZE
 Be a loafer (4),LAZE
 Dilly-dally (4),LAZE
 Loaf (4),LAZE
 Lapis follower (6),LAZULI
 Indolent (4),LAZY
 LOAFERS (10),LAZYPEOPLE
 Digital watch features (4),LCDS
 Watch features. briefly (4),LCDS
 Dog leash (4),LEAD
 Pb. on the periodic table (4),LEAD
 Sinker material (4),LEAD
 Something to go on (4),LEAD
 Spearhead (4),LEAD
 Starring role (4),LEAD
 Sluggish (6),LEADEN
 Plays first with Goren (5),LEADS
 Book page (4),LEAF
 Browse through (4),LEAF
 Jacob's first wife (4),LEAH
 Reuben's mother (4),LEAH
 Wife of Jacob (4),LEAH
 Faucet problem (4),LEAK
 News breach (4),LEAK
 News source. of sorts (4),LEAK
 Plumbing problem (4),LEAK
 Plumbing problem (4),LEAK
 Bend away from the vertical (4),LEAN
 Deli order add-on (4),LEAN
 Like Spratt (4),LEAN
 Rested against (6),LEANED
 With less fat (6),LEANER
 Use a support (6),LEANON
 Tilts (5),LEANS
 It's a big one for mankind (4),LEAP
 Jet�. for one (4),LEAP
 Lovers' venue (4),LEAP
 Take a giant step (4),LEAP
 Take a giant step (4),LEAP
 Bounds' partners (5),LEAPS
 Cordelia's father (4),LEAR
 Private-jet maker (4),LEAR
 Private-jet maker (4),LEAR
 Regan's dad (4),LEAR
 Shakespeare's legendary king (4),LEAR
 Shakespearean king (4),LEAR
 Shakespearean king (4),LEAR
 Get smart (5),LEARN
 Live's companion (5),LEARN
 Meadows (4),LEAS
 Meadows (4),LEAS
 Charter (5),LEASE
 Charter (5),LEASE
 Flat agreement (5),LEASE
 Landlord's contract (5),LEASE
 New-car contract (5),LEASE
 New-car contract (5),LEASE
 Occupation contract (5),LEASE
 Tenant's contract (5),LEASE
 Auto agreements (6),LEASES
 Fido's restraint (5),LEASH
 It keeps Fido in check (5),LEASH
 Man and his best friend connector? (5),LEASH
 Most trivial (5),LEAST
 Part of LCD (5),LEAST
 Smallest amount (5),LEAST
 Smallest part (5),LEAST
 Skips town (6),LEAVES
 Helen of Troy's mother (4),LEDA
 Mother of Castor and Pollux (4),LEDA
 Mother of Helen of Troy (4),LEDA
 Queen of Sparta (4),LEDA
 Queen of Sparta (4),LEDA
 Narrow shelf (5),LEDGE
 Place for a window box (5),LEDGE
 Shelf (5),LEDGE
 Window projection (5),LEDGE
 Bloodletter's critter (5),LEECH
 It's on the Aire (5),LEEDS
 Yorkshire city (5),LEEDS
 Onion's cousin (4),LEEK
 Dirty look (4),LEER
 Eye (4),LEER
 Look like Groucho (4),LEER
 Look with lust (4),LEER
 Pittsburgh player (4),LEER
 Unwanted look (4),LEER
 Wolfish look (4),LEER
 Wolfish look (4),LEER
 Wolfish look (4),LEER
 Goggled (6),LEERED
 Bottom of the barrel (4),LEES
 Fermentation dregs (4),LEES
 Majors and Iacocca (4),LEES
 Marvin and Meriwether (4),LEES
 Sediment (4),LEES
 TV host Gibbons (5),LEEZA
 Hit the road (4),LEFT
 Like a southpaw (10),LEFTHANDED
 Jabs. from most boxers (5),LEFTS
 Gomez or Grove (5),LEFTY
 Sanctioned (5),LEGAL
 Within the law (5),LEGAL
 __ aid (free counseling) (5),LEGAL
 Big name in pantyhose (5),LEGGS
 Theatre term (5),LEGIT
 Building block company (4),LEGO
 Kid's block (4),LEGO
 Kid's interlock-block (4),LEGO
" ""On ones last ____"" (4)",LEGS
 Trip components (4),LEGS
 No  ___  stand on (5),LEGTO
 Give a ___ (help) (5),LEGUP
" ""Star Wars"" princess (4)",LEIA
 Darth's daughter (4),LEIA
 Darth's daughter (4),LEIA
 Darth's daughter (4),LEIA
 J. P. Donleavy novel (5),LEILA
 Fragrant neckwear (4),LEIS
 Luau adornments (4),LEIS
 Maui mementos (4),LEIS
 Nanakuli neckwear (4),LEIS
 Vacation keepsakes (4),LEIS
 Albanian currency units (4),LEKS
" ""Melvin and Howard"" actor (5)",LEMAT
" Paul in ""Melvin and Howard"" 1980 (5)",LEMAT
 Valid propositions (6),LEMMAS
 Ade juice (5),LEMON
 Detroit dud (5),LEMON
 Symbol of sourness (5),LEMON
 Actress Olin (4),LENA
 Al Capp's hyena (4),LENA
" Horne of ""The Wiz"" (4)",LENA
 Horne or Olin (4),LENA
 Ms. Horne (4),LENA
 Olin or Horne (4),LENA
 Songstress Horne (4),LENA
" __ the Hyena of ""Li'l Abner"" (4)",LENA
 Horne and Olin (5),LENAS
 Advance (4),LEND
 Advance on credit (4),LEND
 Impart (4),LEND
 Supply on credit (4),LEND
 Supply on credit (4),LEND
 Offers a mortgage (5),LENDS
 First head of the USSR (5),LENIN
 Leader of the Russian Revolution (5),LENIN
 Carson's successor (4),LENO
 Late night host (4),LENO
 Late-night Jay (4),LENO
 Late-night host (4),LENO
 Late-night host (4),LENO
 Night-show host (4),LENO
 Poe maiden (6),LENORE
 Poe's maiden (6),LENORE
 Camera attachment (4),LENS
 Eye of the camera (4),LENS
 Projector part (4),LENS
 Camera accessories (6),LENSES
 Before Easter (4),LENT
 Gave temporarily (4),LENT
 Pre-Easter period (4),LENT
 Precedes Easter (4),LENT
 Fast time season (6),LENTEN
 Pre-Easter (6),LENTEN
 Pre-Easter (6),LENTEN
 Pre-Easter (6),LENTEN
" Kay of ""Rich Man. Poor Man"" (4)",LENZ
 First of thirteen Popes (4),LEOI
 Author Uris (4),LEON
 Explorer Ponce de __ (4),LEON
 Former ring champ Spinks (4),LEON
 Former ring champ Spinks (4),LEON
 Once a ring-king. Spinks (4),LEON
 Ponce's birthplace (4),LEON
 Ponce's birthplace (4),LEON
 Ponce's birthplace (4),LEON
 Ponce's birthplace (4),LEON
 Hotel lady (5),LEONA
 Hotelier Helmsley (5),LEONA
 Hotelier Helmsley (5),LEONA
 One-time hotelier Helmsley (5),LEONA
 Sierra ___ (5),LEONE
 Sierra ___ (5),LEONE
 Spaghetti western director Sergio (5),LEONE
 Spaghetti western director Sergio (5),LEONE
 Summer arrivals? (4),LEOS
 Summer arrivals? (4),LEOS
 Outcast (5),LEPER
